FID,local_authority,site_name,site_code,address,datazone,development_potential,east,north,owner_1,owner_2,period,previous_use,site_size,site_type,la_s_code,sh_src,sh_date_uploaded,sh_src_id
pub_vdl.1794,Inverclyde,ST MUNGO PRESBYTERY,8460439,GIBSHILL ROAD GREENOCK,S01010905,Developable - Medium Term,230402,675093,Other Private,Not applicable (i.e. only one owner),2008,Community & Health,0.6,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,885
pub_vdl.1795,Inverclyde,INVERKIP POWER STATION,8460442,OFF BRUEACRE JUNCTION WEMYSS BAY,S01010825,Developable - Short Term,219543,671047,Scottish Power,Not applicable (i.e. only one owner),2008,Utility Services,21.45,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,921
pub_vdl.1797,Inverclyde,14-16,8460448,PEAT ROAD GREENOCK,S01010883,Developable - Medium Term,226865,675331,Housing Association,Not applicable (i.e. only one owner),2009,Residential - Housing,0.41,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,899
pub_vdl.1798,Inverclyde,CATHCART PARISH CHURCH AND HALL,8460454,CRESCENT STREET GREENOCK,S01010894,Developable - Undetermined,228669,675414,Other Private,Not applicable (i.e. only one owner),2010,Community & Health,0.19,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,887
pub_vdl.1799,Inverclyde,,8460464,BIRKMYRE AVENUE PORT GLASGOW,S01010908,Developable - Undetermined,231241,674564,Other Private,Not applicable (i.e. only one owner),2012,Transport,0.29,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,889
pub_vdl.1800,Inverclyde,BOGSTON STATION,8460455,BOGSTON LANE GREENOCK,S01010820,Developable - Medium Term,230704,674920,Other Private,Not applicable (i.e. only one owner),2010,Other,0.24,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,915
pub_vdl.1801,Inverclyde,CORPORATION YARD,8460456,CRESCENT STREET GREENOCK,S01010894,Developable - Short Term,228607,675479,Local Authority,Not applicable (i.e. only one owner),2011,Other General Industry,0.37,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,928
pub_vdl.1802,Inverclyde,,8460457,BELHAVEN STREET/RUSSEL STREET PORT GLASGOW,S01010910,Developable - Medium Term,231399,674819,Private Port Company,Other Private,2011,Other General Industry,0.32,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,888
pub_vdl.1803,Inverclyde,42736,8460459,HOLE FARM ROAD GREENOCK,S01010823,Developable - Medium Term,226338,675217,Housing Association,Not applicable (i.e. only one owner),2011,Residential - Housing,0.59,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,912
pub_vdl.1804,Inverclyde,SPANGO VALLEY (SOUTH),8460461,INVERKIP ROAD GREENOCK,S01010832,Developable - Medium Term,222810,673899,Other Private,Not applicable (i.e. only one owner),2012,Manufacturing,16.95,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,910
pub_vdl.1805,Inverclyde,11,8460463,HOUSTON STREET GREENOCK,S01010871,Developable - Short Term,227348,676783,Other Private,Not applicable (i.e. only one owner),2012,Other General Industry,0.14,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,897
pub_vdl.1806,Inverclyde,28,8460465,SINCLAIR STREET GREENOCK,S01010904,Developable - Short Term,229774,675191,Other Private,Not applicable (i.e. only one owner),2010,Community & Health,0.14,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,890
pub_vdl.1807,Inverclyde,NOS 1-97,8460467,PARKHILL AVENUE WOODHALL PORT GLASGOW,S01010920,Developable - Medium Term,234302,673782,Housing Association,Not applicable (i.e. only one owner),2013,Residential - Housing,2.24,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,891
pub_vdl.1831,North Ayrshire,,19,NORTH STREET DALRY,S01011303,Developable - Medium Term,229175,649692,Local Authority,Not applicable (i.e. only one owner),1981-1985,Unknown,0.51,Derelict,S12000021,036cc377-1ff3-4fba-afc3-dea25306b49b,2025-11-30,3014
pub_vdl.2535,Perth and Kinross,FORMER ABP,1086,STRATHTAY ROAD PERTH,S01011911,Developable - Medium Term,309014,724842,Ownership unknown,Not applicable (i.e. only one owner),2013,Other,0.35,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1447
pub_vdl.1808,Inverclyde,NOS 121-187,8460468,ORONSAY AVENUE PARK FARM PORT GLASGOW,S01010929,Developable - Undetermined,234749,673028,Housing Association,Not applicable (i.e. only one owner),2013,Residential - Housing,0.44,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,892
pub_vdl.1809,Inverclyde,,8460474,SELKIRK ROAD BOGLESTONE (WEST) PORT GLASGOW,S01010916,Developable - Undetermined,232729,673929,Housing Association,Not applicable (i.e. only one owner),2013,Residential - Housing,0.72,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,893
pub_vdl.1810,Inverclyde,FMR COMMUNITY CENTRE,8460478,KILMACOLM ROAD GREENOCK,S01010898,Developable - Medium Term,228808,674731,Other Private,Not applicable (i.e. only one owner),2013,Community & Health,0.25,Vacant Land and Buildings,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,917
pub_vdl.1811,Midlothian,DECOY ANTI-AIRCRAFT BATTERY,VR07,BETWEEN HILLTOWN & SHAWFAIR,S01011000,Uneconomic to Develop/Soft End Use,331453,670515,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Defence,0.42,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,947
pub_vdl.1812,Inverclyde,,8460479,EAST CRAWFORD STREET BRIDGEND GREENOCK,S01010903,Developable - Medium Term,229403,675321,Housing Association,Not applicable (i.e. only one owner),2013,Residential - Housing,0.45,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,894
pub_vdl.1813,Inverclyde,,8460480,KENILWORTH CRESCENT HOLE FARM GREENOCK,S01010882,Developable - Medium Term,226700,675184,Housing Association,Not applicable (i.e. only one owner),2013,Residential - Housing,0.86,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,902
pub_vdl.1814,Inverclyde,FMR FLATS/SHOPS,8460482,CUMBERLAND WALK CUMBERLAND ROAD GREENOCK,S01010848,Developable - Medium Term,224219,675644,Local Authority,Housing Association,2013,Residential - Housing,0.75,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,903
pub_vdl.1815,Inverclyde,,8460485,TRAFALGAR STREET BROOMHILL GREENOCK,S01010886,Uneconomic to Develop/Soft End Use,227613,675532,Housing Association,Not applicable (i.e. only one owner),2013,Residential - Housing,0.53,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,896
pub_vdl.1816,Inverclyde,,8460486,NILE STREET BROOMHILL GREENOCK,S01010886,Developable - Medium Term,227535,675548,Housing Association,Not applicable (i.e. only one owner),2013,Residential - Housing,0.67,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,914
pub_vdl.1817,Inverclyde,,8460489,MONTGOMERIE STREET/ROBERT STREET CLUNE PARK PORT GLASGOW,S01010916,Developable - Undetermined,232937,674186,Local Authority,Not applicable (i.e. only one owner),2013,Community & Health,0.14,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,895
pub_vdl.1818,Stirling,POND COTTAGE,VD0233,A9 DUNBLANE,S01013107,Developable - Undetermined,277732,698846,Unknown Private,Not applicable (i.e. only one owner),2010,Residential - Housing,0.1,Derelict,S12000030,dd28664f-14da-4932-ac1c-264210f9e1a0,2024-09-04,83
pub_vdl.1819,Inverclyde,NORTH QUAY,8460492,JAMES WATT DOCK GREENOCK,S01010905,Developable - Medium Term,229907,675659,Private Port Company,Not applicable (i.e. only one owner),2014,Defence,0.46,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,925
pub_vdl.1820,Inverclyde,,8460497,NAIRN ROAD GREENOCK,S01010850,Uneconomic to Develop/Soft End Use,223701,675987,Housing Association,Not applicable (i.e. only one owner),2014,Residential - Housing,0.14,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,904
pub_vdl.1846,Midlothian,FORMER ARNISTON GASWORKS,2018GB2,OFF THE A7 GOREBRIDGE,S01010931,Developable - Medium Term,333389,662054,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Other General Industry,1.23,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,964
pub_vdl.1821,Inverclyde,MANSION AVENUE,8460500,WOODHALL PORT GLASGOW,S01010920,Developable - Medium Term,234421,673913,Housing Association,Not applicable (i.e. only one owner),2014,Residential - Housing,0.37,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,919
pub_vdl.1822,Inverclyde,FMR GREENOCK ARTS CENTRE,8460503,UNION ST GREENOCK,S01010871,Developable - Medium Term,227231,676928,Private Port Company,Not applicable (i.e. only one owner),2015,Recreation & Leisure,0.25,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,898
pub_vdl.1823,Inverclyde,SPANGO VALLEY(NORTH),8460505,INVERKIP ROAD GREENOCK,S01010853,Developable - Medium Term,223982,674902,Other National/Local Government,Not applicable (i.e. only one owner),2015,Community & Health,9.07,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,909
pub_vdl.1824,Stirling,AREA 7 CRAIGFORTH CRESCENT,VD0234,RAPLOCH STIRLING,S01013109,Unknown (uncertain/insufficient information),278367,694356,Local Authority,Not applicable (i.e. only one owner),2011,Passive Open Space,2.61,Vacant Land,S12000030,dd28664f-14da-4932-ac1c-264210f9e1a0,2024-09-04,84
pub_vdl.1832,Inverclyde,,8460517,BOW FARM GREENOCK,S01010862,Developable - Short Term,225917,676170,Housing Association,Not applicable (i.e. only one owner),2018,Residential - Housing,2.19,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,856
pub_vdl.1857,Midlothian,NEWLANDRIG POULTY FARM,2021VR2,NEWLANDRIG,S01011019,Developable - Undetermined,336740,662745,Other Private,Not applicable (i.e. only one owner),2021,Agriculture,0.98,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,975
pub_vdl.1825,Inverclyde,SPANGO VALLETY (CENTRAL BUSINESS AREA),8460506,INVERKIP ROAD GREENOCK,S01010832,Developable - Medium Term,223280,674382,Other Private,Not applicable (i.e. only one owner),2015,Manufacturing,22.73,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,922
pub_vdl.1826,Inverclyde,LOWER BOUVERIE STREET,8460510,LOWER BOUVERIE STREET PORT GLASGOW,S01010912,Developable - Undetermined,232643,674257,Ownership unknown,Not applicable (i.e. only one owner),2016,Residential - Housing,0.13,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,867
pub_vdl.1827,Inverclyde,FMR GREENOCK ACAEDEMY,8460512,MADEIRA STREET GREENOCK,S01010866,Developable - Short Term,226552,677245,Local Authority,Not applicable (i.e. only one owner),2017,Education,1,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,920
pub_vdl.1828,Inverclyde,BURNS ROAD,8460513,BURNS ROAD GREENOCK,S01010850,Developable - Undetermined,224031,676219,Other Private,Not applicable (i.e. only one owner),2017,Unknown,1.36,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,916
pub_vdl.1829,Inverclyde,,8460514,KIRN DRIVE GOUROCK,S01010832,Developable - Medium Term,223987,676511,Local Authority,Local Authority,2018,Recreation & Leisure,1.44,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,864
pub_vdl.1830,Inverclyde,FMR HOLY CROSS SCHOOL,8460516,LYLE ROAD GREENOCK,S01010863,Developable - Short Term,225567,676779,Housing Association,Not applicable (i.e. only one owner),2018,Education,1.15,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,863
pub_vdl.1858,Midlothian,FORMER GARAGE,243,ELM ROW LASSWADE,S01010982,Developable - Short Term,330520,666164,Other Private,Not applicable (i.e. only one owner),2001-2004,Other General Industry,0.19,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,962
pub_vdl.1833,Inverclyde,,8460518,UPPER BOW GREENOCK,S01010862,Developable - Undetermined,225941,676294,Housing Association,Not applicable (i.e. only one owner),2018,Residential - Housing,0.77,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,857
pub_vdl.1834,Inverclyde,,8460519,DRUMFROCHAR ROAD GREENOCK,S01010885,Developable - Undetermined,227433,675467,Housing Association,Not applicable (i.e. only one owner),2018,Residential - Housing,0.84,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,862
pub_vdl.1835,Inverclyde,,8460520,HILL STREET GREENOCK,S01010893,Developable - Undetermined,228192,675733,Other Private,Not applicable (i.e. only one owner),2018,Residential - Housing,0.19,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,861
pub_vdl.1836,Inverclyde,FMR WATER STATION,8460521,WEYMOUTH CRESCENT GREENOCK,S01010847,Developable - Medium Term,224484,676088,Water Authority,Not applicable (i.e. only one owner),2018,Utility Services,0.31,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,860
pub_vdl.1837,Midlothian,MILLERHILL MARSHALLING YARDS,2020SA1,MILLERHILL SHAWFAIR,S01011000,Developable - Medium Term,332326,671133,Network Rail/ Rail Franchise Holder,Not applicable (i.e. only one owner),Unknown,Transport,3.58,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,970
pub_vdl.1842,Midlothian,WESTER COWDEN FARM,2018DK2,DALKEITH,S01011016,Developable - Medium Term,335141,667115,Other Private,Not applicable (i.e. only one owner),2022,Agriculture,1.04,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,978
pub_vdl.1845,Midlothian,MELVILLE ROAD,2018DK4,ESKBANK DALKEITH,S01010999,Developable - Short Term,332347,666926,Other Private,Other Private,2015,Storage,0.71,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,957
pub_vdl.1838,Inverclyde,,8460522,PORT GLASGOW RD (NORTH) GREENOCK,S01010905,Developable - Undetermined,230538,675163,Other Private,Not applicable (i.e. only one owner),2018,Manufacturing,1.03,Derelict,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,859
pub_vdl.1839,Inverclyde,PARKLEA ROAD,8460523,PARKHILL ROAD PORT GLASGOW,S01010920,Developable - Short Term,234509,674015,Other Private,Not applicable (i.e. only one owner),2019,Unknown,0.25,Vacant Land,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,918
pub_vdl.1840,Inverclyde,FORMER ARNOLD CLARK GARAGE,8460524,EAST HAMILTON STREET GREENOCK,S01010905,Developable - Short Term,230230,675303,Other Private,Not applicable (i.e. only one owner),2021,Retailing,0.32,Vacant Land and Buildings,S12000018,87ae71af-1444-4197-b2a2-10530753c30e,2025-12-03,937
pub_vdl.1841,Midlothian,LUGTON HOTEL,2015D36,OLD DALKEITH ROAD DALKEITH,S01011000,Developable - Medium Term,332902,667638,Other Private,Not applicable (i.e. only one owner),2012,"Residential - Hotels, Hostels etc",0.1,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,955
pub_vdl.1843,Midlothian,MINERS WALK,2021DK2,DALKEITH,S01011006,Developable - Medium Term,334969,667756,Other Private,Not applicable (i.e. only one owner),2007,Agriculture,1.26,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,972
pub_vdl.1844,Midlothian,SILVERBURN QUARRY,VR48,SILVERBURN,S01010930,Uneconomic to Develop/Soft End Use,319978,660617,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Mineral Activity,2.79,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,951
pub_vdl.1847,Midlothian,BRYANS ROAD & MORRIS ROAD JUNCTION,2018MN2,NEWTONGRANGE,S01011031,Developable - Medium Term,334031,664826,Other Private,Not applicable (i.e. only one owner),2015,Agriculture,0.32,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,965
pub_vdl.1848,Midlothian,MURDERDEAN ROAD,2018MN3,NEWTONGRANGE,S01010992,Developable - Medium Term,333290,663978,Other Private,Not applicable (i.e. only one owner),2015,Other General Industry,0.12,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,958
pub_vdl.1849,Midlothian,FORMER NEWBATTLE POOL,2018MN4,MAIN STREET NEWTONGRANGE,S01011034,Developable - Short Term,333287,664213,Local Authority,Not applicable (i.e. only one owner),2018,Recreation & Leisure,0.21,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,960
pub_vdl.1850,Midlothian,DEMOLISHED GARAGES,2019DH1,OFF FORTH VIEW CRESCENT DANDERHALL,S01011002,Developable - Undetermined,330742,669450,Ownership unknown,Ownership unknown,2012,Residential - Housing,0.27,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,966
pub_vdl.1851,Midlothian,VACANT PLOT AT EASTFIELD DRIVE,2019PK2,PENICUIK,S01010945,Developable - Short Term,323712,660817,Other Private,Not applicable (i.e. only one owner),2008,Other General Industry,0.35,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,980
pub_vdl.1852,Midlothian,CARNETHIE COACHWORKS,2019RW1,OFF CARNETHIE STREET ROSEWELL,S01010933,Developable - Short Term,328644,661965,Other Private,Not applicable (i.e. only one owner),2010,Other General Industry,0.19,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,963
pub_vdl.1853,Midlothian,MAYBURN HOUSE,2020LH1,HAWTHORN GARDENS LOANHEAD,S01010969,Developable - Short Term,327951,666009,Other Private,Not applicable (i.e. only one owner),2016,"Residential - Hotels, Hostels etc",0.35,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,969
pub_vdl.1854,Midlothian,NATIONAL MINING MUSEUM,2021MN1,NEWTONGRANGE,S01010992,Developable - Undetermined,333277,663807,Other Private,Not applicable (i.e. only one owner),1981-1985,Mineral Activity,1.05,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,973
pub_vdl.2300,North Lanarkshire,SITE OF FORMER WATERLOO PRIMARY SCHOOL (HOUSING SI,NL008500371,OVERTOWN ROAD WATERLOO WISHAW,S01011426,Developable - Undetermined,281119,653953,Local Authority,Not applicable (i.e. only one owner),1986-1990,Education,0.29,Derelict,S12000050,e75f31cd-4d1d-49e4-a5a3-c3d4c9ef1d5d,2025-11-30,1029
pub_vdl.1855,Midlothian,FORMER YMCA,2021PK1,KIRKHILL ROAD PENICUIK,S01010934,Developable - Undetermined,323969,660225,Local Authority,Not applicable (i.e. only one owner),2009,Recreation & Leisure,0.11,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,974
pub_vdl.1856,Midlothian,YORKSTON FARM BUILDINGS,2021VR1,NEAR TEMPLE,S01010931,Developable - Medium Term,331353,656659,Other Private,Not applicable (i.e. only one owner),2016,Agriculture,0.5,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,971
pub_vdl.1860,Midlothian,NEWBATTLE HOME FARM,290,NEWBATTLE ROAD NEAR NEWTONGRANGE,S01010994,Developable - Medium Term,333228,665104,Other Private,Not applicable (i.e. only one owner),2015,Agriculture,0.7,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,968
pub_vdl.1861,Midlothian,FORMER ARNISTON SALVAGE YARD NORTH,G07,GOREBRIDGE,S01011039,Developable - Undetermined,333819,662154,Other Private,Not applicable (i.e. only one owner),1986-1990,Storage,0.97,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,946
pub_vdl.1862,Midlothian,THORNYBANK,ID31,INDUSTRIAL ESTATE DALKEITH,S01011006,Developable - Medium Term,334704,667642,Other Private,Local Authority,1996-2000,Manufacturing,1.05,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,954
pub_vdl.1863,Midlothian,BUTLERFIELD,IMN20,INDUSTRIAL ESTATE NEWTONGRANGE,S01010992,Developable - Medium Term,333127,663807,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Mineral Activity,0.49,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,953
pub_vdl.1864,Midlothian,ESPERSTON LIME KILNS,VR70,AND QUARRY ESPERSTON,S01010931,Uneconomic to Develop/Soft End Use,334224,657418,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Mineral Activity,0.56,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,977
pub_vdl.1865,Midlothian,BRYANS,MN09,REHAB SCHEME MAYFIELD,S01010994,Developable - Undetermined,334114,664859,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Mineral Activity,0.15,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,956
pub_vdl.1866,Midlothian,LAND SOUTH OF LADY VICTORIA COLLIERY,MN16,NEWTONGRANGE,S01010992,Developable - Medium Term,333258,663554,Other Private,Not applicable (i.e. only one owner),2021,Storage,1.39,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,976
pub_vdl.1871,Midlothian,KIPPIELAW HATCHERY,VR92,A68 LAUDER ROAD DALKEITH,S01011017,Developable - Short Term,334863,666616,Other Private,Not applicable (i.e. only one owner),Unknown,Agriculture,0.64,Derelict,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,952
pub_vdl.1872,Midlothian,PLOT AT GRANNIES PARK,e13,EDINBURGH ROAD DALKEITH,S01010999,Developable - Medium Term,333124,667551,Other Private,Not applicable (i.e. only one owner),2018,Passive Open Space,0.79,Vacant Land,S12000019,c2ebc69f-a923-40ef-8e12-ced7bc176a2c,2025-11-30,961
